id,customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,days_since_prev_campaign_contact,num_contacts_prev_campaign,prev_campaign_outcome,term_deposit_subscribed
id_17835,55,management,married,tertiary,no,699,yes,no,cellular,20,apr,26,6,,0,unknown,0
id_723,62,retired,married,tertiary,no,2,no,no,cellular,17,dec,191,2,,0,unknown,0
id_39016,37,management,single,tertiary,no,10264,yes,,cellular,18,may,32,2,,0,unknown,0
id_30564,54,unemployed,divorced,secondary,no,310,no,no,cellular,21,oct,477,2,184,1,success,1
id_37636,30,services,married,secondary,no,474,no,no,cellular,30,apr,478,2,,0,unknown,1
id_9532,33,entrepreneur,single,secondary,no,-1,yes,no,cellular,20,nov,260,1,,0,unknown,0
id_35107,54,technician,married,secondary,no,162,yes,yes,cellular,24,nov,108,1,,0,unknown,0
id_10055,28,admin.,single,secondary,no,-1,no,no,cellular,14,may,152,2,,0,unknown,0
id_34091,51,technician,married,secondary,no,41,no,yes,unknown,3,jul,385,2,,0,unknown,0
id_23379,29,blue-collar,single,secondary,no,5253,yes,no,cellular,20,nov,230,2,183,2,failure,0
id_15833,41,unemployed,married,primary,no,819,no,no,cellular,9,feb,231,3,,0,unknown,0
id_4673,25,technician,single,secondary,no,590,yes,no,unknown,19,jun,200,1,,0,unknown,0
id_10440,35,admin.,single,secondary,no,529,yes,no,cellular,21,nov,61,1,,0,unknown,0
id_14613,44,management,married,tertiary,no,153,no,no,cellular,26,aug,188,10,,0,unknown,0
id_20336,34,blue-collar,married,secondary,no,778,yes,no,cellular,6,may,204,3,,0,unknown,0
id_12005,58,management,married,tertiary,no,997,no,no,cellular,10,mar,106,1,,0,unknown,1
id_22036,43,blue-collar,married,primary,no,770,yes,no,cellular,18,nov,718,1,,0,unknown,0
id_1629,55,unemployed,divorced,secondary,no,6747,no,no,cellular,2,feb,25,1,,0,unknown,0
id_5081,30,technician,single,tertiary,yes,26,no,no,cellular,21,aug,243,2,,0,unknown,0
id_38710,26,management,single,tertiary,no,9404,no,no,cellular,4,may,277,,,0,unknown,1
id_13916,65,retired,married,secondary,no,2893,no,no,cellular,4,mar,187,2,,0,unknown,1
id_24778,31,admin.,single,secondary,no,459,yes,no,cellular,18,may,195,2,357,6,success,0
id_36143,52,blue-collar,married,primary,no,2279,yes,no,unknown,20,jun,138,1,,0,unknown,0
id_25702,37,technician,married,secondary,no,784,yes,no,cellular,5,may,120,2,,0,unknown,0
id_36000,28,services,married,secondary,no,203,yes,no,telephone,8,jul,227,2,,0,unknown,0
id_2977,38,management,single,tertiary,no,88,yes,no,cellular,30,jul,79,6,,0,unknown,0
id_33091,34,technician,married,secondary,no,400,yes,no,cellular,14,jul,37,2,,0,unknown,0
id_33872,30,blue-collar,divorced,primary,no,391,yes,no,unknown,9,may,658,2,,0,unknown,1
id_8562,41,management,married,tertiary,no,4676,no,no,cellular,9,sep,266,1,,0,unknown,0
id_2247,44,admin.,married,secondary,no,1438,yes,no,cellular,11,aug,182,1,103,1,failure,0
id_41326,57,technician,divorced,tertiary,no,438,no,no,cellular,26,aug,448,5,,0,unknown,0
id_29925,46,entrepreneur,married,tertiary,no,8,no,no,cellular,8,apr,121,6,,0,unknown,0
id_37113,26,admin.,single,secondary,no,456,no,no,cellular,13,may,99,1,,0,unknown,0
id_32071,49,blue-collar,married,primary,no,339,no,yes,telephone,17,jul,366,7,,0,unknown,0
id_18921,43,management,married,tertiary,no,-274,yes,yes,telephone,14,may,126,1,,0,unknown,0
id_8093,,blue-collar,divorced,secondary,no,200,yes,no,telephone,19,nov,256,1,127,4,other,0
id_2335,28,services,single,secondary,no,1012,no,no,cellular,29,jan,97,1,,0,unknown,0
id_295,30,management,single,tertiary,no,638,no,no,cellular,22,oct,285,1,,0,unknown,0
id_36884,41,blue-collar,married,primary,no,-336,yes,no,unknown,27,may,254,1,,0,unknown,0
id_8452,,services,divorced,primary,no,231,yes,no,unknown,15,may,129,3,,0,unknown,0
id_30870,46,management,married,tertiary,yes,-187,no,yes,cellular,26,aug,86,4,,0,unknown,0
id_14841,47,unemployed,married,tertiary,no,1568,yes,no,cellular,24,feb,110,3,,0,unknown,0
id_24279,30,blue-collar,married,primary,no,554,yes,no,cellular,14,may,323,1,352,5,failure,0
id_45034,50,services,married,secondary,no,397,yes,yes,cellular,30,jul,108,8,,0,unknown,0
id_37584,54,blue-collar,divorced,primary,no,10378,yes,no,cellular,20,nov,275,2,189,2,other,0
id_6673,,technician,married,secondary,no,636,yes,no,unknown,14,may,222,1,,0,unknown,0
id_19176,25,blue-collar,single,secondary,no,5,yes,no,cellular,7,may,242,1,,0,unknown,0
id_7161,54,admin.,married,secondary,no,30,no,yes,cellular,19,nov,118,1,,0,unknown,0
id_35452,38,management,single,tertiary,no,664,no,no,cellular,14,aug,298,2,,0,unknown,0
id_5641,49,management,married,tertiary,no,2882,no,no,cellular,2,mar,129,,,0,unknown,1
id_29204,49,management,married,tertiary,no,1146,no,no,unknown,18,jun,33,1,,0,unknown,0
id_10380,38,management,married,tertiary,no,4,yes,no,cellular,17,apr,218,3,,0,unknown,0
id_16210,33,technician,married,secondary,no,653,yes,no,unknown,30,may,193,2,,0,unknown,0
id_3064,57,retired,married,secondary,no,-205,yes,no,unknown,15,may,88,1,,0,unknown,0
id_111,37,management,married,tertiary,no,270,yes,no,cellular,12,aug,1335,1,,0,unknown,1
id_14676,42,management,married,secondary,no,-59,no,no,unknown,9,jun,252,4,,0,unknown,0
id_5859,61,housemaid,married,primary,no,11,no,no,cellular,14,aug,243,1,,0,unknown,0
id_1975,42,blue-collar,married,secondary,no,-192,no,yes,cellular,10,jul,312,1,,0,unknown,0
id_15259,35,blue-collar,divorced,secondary,no,1128,yes,yes,cellular,19,nov,126,2,,0,unknown,0
id_19099,47,admin.,married,secondary,no,110,no,yes,cellular,7,aug,39,2,,0,unknown,0
id_44225,36,blue-collar,married,secondary,no,175,yes,no,cellular,14,may,60,2,364,2,failure,0
id_29231,34,services,single,primary,no,736,yes,no,cellular,4,feb,587,1,,0,unknown,0
id_30674,44,management,married,tertiary,no,3159,yes,no,unknown,14,may,270,1,,0,unknown,0
id_19408,31,admin.,married,secondary,no,-3,yes,no,cellular,25,jul,117,11,,0,unknown,0
id_19807,36,management,single,tertiary,no,-533,no,no,cellular,26,aug,250,4,,0,unknown,0
id_8535,39,self-employed,married,secondary,no,858,yes,yes,cellular,28,dec,117,2,,0,unknown,0
id_634,39,blue-collar,divorced,secondary,no,892,no,yes,unknown,18,jun,356,1,,0,unknown,0
id_3049,54,entrepreneur,married,primary,no,2137,no,no,unknown,17,jun,148,1,,0,unknown,0
id_40440,46,technician,divorced,secondary,no,140,yes,no,cellular,13,aug,95,5,,0,unknown,0
id_33271,35,management,married,tertiary,no,810,no,no,cellular,7,aug,103,4,,0,unknown,0
id_1590,30,services,married,primary,no,-108,yes,no,cellular,31,jul,73,5,,0,unknown,0
id_2532,43,blue-collar,married,primary,no,22,yes,no,unknown,26,may,89,2,,0,unknown,0
id_7057,54,technician,divorced,secondary,no,7450,yes,no,unknown,19,may,229,7,,0,unknown,0
id_15411,58,self-employed,married,tertiary,no,10858,no,no,cellular,25,oct,228,1,91,5,success,1
id_22017,43,admin.,single,secondary,no,4343,no,no,cellular,31,jul,248,4,,0,unknown,0
id_16314,55,housemaid,divorced,primary,no,109,no,no,unknown,18,jun,395,2,,0,unknown,0
id_16464,25,management,single,tertiary,no,463,yes,no,cellular,23,jul,161,2,,0,unknown,0
id_3484,69,retired,divorced,primary,no,486,no,no,telephone,14,jul,415,1,181,3,success,1
id_3806,48,admin.,married,secondary,no,4044,yes,no,unknown,15,may,379,1,,0,unknown,0
id_32231,54,management,married,tertiary,no,6525,yes,no,unknown,2,jun,,3,,0,unknown,0
id_7869,33,technician,married,secondary,no,638,yes,no,unknown,21,may,348,1,,0,unknown,0
id_9548,54,blue-collar,married,unknown,no,22,no,no,cellular,30,jan,144,1,2,3,other,0
id_20724,36,technician,married,secondary,no,504,no,no,cellular,27,may,91,4,,0,unknown,0
id_2333,39,admin.,married,secondary,no,3125,yes,no,cellular,29,jun,220,1,91,7,failure,1
id_14935,36,admin.,single,secondary,no,323,yes,no,cellular,18,may,135,2,,0,unknown,0
id_1877,32,blue-collar,married,secondary,no,45,yes,no,unknown,9,may,195,3,,0,unknown,0
id_38282,48,technician,married,secondary,no,20,yes,yes,cellular,19,aug,37,2,,0,unknown,0
id_10635,43,blue-collar,single,primary,no,1400,yes,no,unknown,19,jun,69,1,,0,unknown,0
id_13482,50,technician,married,secondary,no,222,no,no,telephone,18,aug,51,2,,0,unknown,0
id_15496,38,self-employed,married,tertiary,no,2084,yes,no,unknown,21,may,119,2,,0,unknown,0
id_17627,39,services,divorced,unknown,no,646,no,no,unknown,17,jun,48,1,,0,unknown,0
id_32321,43,unemployed,married,secondary,no,935,no,no,cellular,29,jul,139,5,,0,unknown,0
id_12369,31,admin.,married,secondary,no,202,no,no,cellular,16,jul,115,2,,0,unknown,0
id_33071,51,management,married,tertiary,no,117,yes,no,unknown,6,may,333,3,,0,unknown,0
id_5851,26,management,single,tertiary,no,20588,no,no,cellular,15,jun,179,1,,0,unknown,1
id_10293,31,admin.,married,secondary,no,295,yes,no,cellular,16,apr,361,2,,0,unknown,0
id_27943,,management,married,tertiary,no,214,yes,no,cellular,23,jul,389,3,,0,unknown,0
id_25634,44,management,married,tertiary,no,1221,no,no,cellular,21,aug,197,2,,0,unknown,0
id_4008,50,management,married,primary,no,326,no,no,unknown,16,jun,120,1,,0,unknown,0
id_37892,61,unknown,married,unknown,no,2278,no,no,telephone,7,sep,,1,,0,unknown,0
id_19742,30,management,single,secondary,no,782,yes,no,cellular,2,feb,205,2,272,1,failure,0
id_27227,51,self-employed,married,secondary,yes,-206,no,yes,cellular,28,jul,70,3,,0,unknown,0
id_36574,29,management,single,tertiary,no,709,no,no,cellular,28,aug,157,1,,0,unknown,0
id_43782,48,management,married,tertiary,no,475,yes,no,cellular,18,aug,183,4,,0,unknown,0
id_17974,35,technician,divorced,tertiary,no,78,no,no,cellular,29,aug,56,13,,0,unknown,0
id_44553,34,management,married,tertiary,no,,no,no,cellular,14,aug,296,4,,0,unknown,0
id_3081,74,retired,divorced,secondary,no,1340,no,no,cellular,18,dec,422,7,,0,unknown,1
id_1935,33,management,married,tertiary,no,1650,yes,no,unknown,23,may,186,2,,0,unknown,0
id_44034,35,technician,divorced,tertiary,no,-4,yes,no,cellular,2,jun,89,1,,0,unknown,0
id_44286,43,blue-collar,single,primary,no,1623,yes,no,cellular,25,jul,572,8,,0,unknown,1
id_37300,29,services,single,secondary,no,314,yes,no,unknown,16,may,7,3,,0,unknown,0
id_39635,28,services,divorced,secondary,no,33,yes,no,unknown,5,may,184,1,,0,unknown,0
id_23393,29,management,married,tertiary,no,200,yes,no,cellular,5,feb,159,4,,0,unknown,0
id_36488,49,management,married,unknown,no,1712,no,no,telephone,23,jun,183,1,145,3,failure,0
id_9565,43,management,married,tertiary,no,1058,yes,no,cellular,16,jul,57,4,,0,unknown,0
id_4812,36,self-employed,single,unknown,no,688,yes,no,cellular,14,may,116,2,,0,unknown,0
id_20454,34,management,married,tertiary,no,638,yes,no,cellular,13,aug,349,2,,0,unknown,0
id_38581,46,blue-collar,married,primary,no,2751,yes,no,cellular,30,apr,769,2,164,1,failure,1
id_40162,54,management,married,tertiary,no,2902,no,no,cellular,17,nov,216,2,,0,unknown,0
id_42861,45,entrepreneur,single,tertiary,no,1413,yes,no,cellular,19,nov,83,1,189,8,failure,0
id_6912,61,retired,married,primary,no,0,yes,no,cellular,17,apr,60,3,343,1,other,0
id_38743,24,blue-collar,married,secondary,no,609,yes,no,unknown,19,may,63,3,,0,unknown,0
id_36956,29,technician,married,tertiary,no,141,no,no,cellular,29,jan,166,2,,0,unknown,0
id_18525,44,blue-collar,divorced,secondary,no,1039,no,no,unknown,5,jun,,1,,0,unknown,0
id_41776,27,management,divorced,tertiary,no,476,yes,no,telephone,6,may,198,1,,0,unknown,0
id_9430,42,admin.,single,secondary,no,283,yes,no,unknown,19,jun,460,1,,0,unknown,0
id_28324,30,blue-collar,single,secondary,no,-3,yes,yes,cellular,21,apr,387,5,,0,unknown,0
id_31367,34,admin.,single,tertiary,no,994,no,no,cellular,13,aug,167,2,105,3,success,0
id_949,41,blue-collar,married,primary,no,415,yes,no,unknown,2,jun,337,5,,0,unknown,0
id_30215,51,blue-collar,married,secondary,no,28,yes,no,unknown,5,may,75,1,,0,unknown,0
id_9419,,blue-collar,single,primary,no,143,yes,no,cellular,13,may,116,1,,0,unknown,0
id_23592,42,blue-collar,divorced,secondary,no,-139,yes,no,unknown,13,may,9,11,,0,unknown,0
id_4356,26,unemployed,single,secondary,no,1064,no,no,unknown,31,may,96,1,,0,unknown,0
id_44394,57,blue-collar,married,unknown,no,139,no,no,unknown,5,jun,146,1,,0,unknown,0
id_18716,46,technician,married,secondary,no,121,yes,no,unknown,7,may,224,2,,0,unknown,0
id_2543,50,services,divorced,secondary,no,1,no,no,cellular,28,jul,422,2,,0,unknown,0
id_39710,42,technician,married,unknown,no,904,yes,no,cellular,5,feb,416,2,,0,unknown,0
id_10437,33,admin.,single,secondary,no,68,yes,no,telephone,6,may,101,3,362,4,other,0
id_3176,36,technician,married,secondary,no,-479,yes,no,cellular,10,jul,216,1,,0,unknown,0
id_22088,37,management,single,tertiary,no,668,yes,no,cellular,1,sep,177,1,457,2,failure,0
id_13381,63,retired,divorced,secondary,no,625,no,no,cellular,21,aug,111,1,,0,unknown,0
id_5302,59,technician,divorced,tertiary,no,-316,yes,no,unknown,27,may,506,1,,0,unknown,0
id_17597,48,technician,married,secondary,no,-550,yes,yes,unknown,26,may,142,5,,0,unknown,0
id_22676,42,unemployed,married,secondary,no,7201,no,no,cellular,30,apr,556,2,,0,unknown,0
id_32175,29,services,single,secondary,no,6336,yes,no,telephone,7,may,157,1,343,4,failure,0
id_13339,31,technician,single,unknown,no,182,no,no,cellular,17,jul,75,1,,0,unknown,0
id_38066,31,admin.,divorced,secondary,no,-3,no,no,cellular,10,jul,201,1,,0,unknown,0
id_14147,49,self-employed,married,secondary,no,3721,no,no,cellular,20,nov,101,2,,0,unknown,0
id_39899,49,services,,primary,no,10148,yes,no,cellular,26,aug,139,5,,0,unknown,0
id_1835,49,management,married,tertiary,no,6608,no,no,unknown,17,jun,156,3,,0,unknown,0
id_30416,34,management,single,tertiary,no,-54,no,no,cellular,29,jan,613,2,,0,unknown,0
id_6248,26,blue-collar,married,primary,no,1536,yes,no,cellular,15,may,253,1,,0,unknown,0
id_43132,24,technician,single,secondary,no,7102,yes,no,cellular,18,may,303,1,,0,unknown,0
id_43167,36,blue-collar,married,secondary,no,1,yes,yes,cellular,13,may,293,8,293,1,failure,0
id_32597,44,admin.,single,secondary,no,332,yes,no,unknown,4,jun,47,2,,0,unknown,0
id_24620,49,technician,divorced,tertiary,no,0,no,no,cellular,19,aug,77,2,,0,unknown,0
id_33580,35,management,married,secondary,no,592,yes,no,cellular,18,may,1,5,,0,unknown,0
id_12930,31,services,married,secondary,no,32,yes,no,unknown,14,may,528,1,,0,unknown,0
id_15493,31,blue-collar,married,secondary,no,1028,yes,no,cellular,31,jul,178,5,,0,unknown,0
id_28456,46,technician,,secondary,no,306,no,no,cellular,30,apr,384,1,,0,unknown,0
id_13015,41,blue-collar,married,secondary,no,1788,yes,no,unknown,15,may,454,2,,0,unknown,0
id_1739,57,technician,divorced,secondary,no,1243,yes,no,cellular,18,jul,378,1,,0,unknown,0
id_21855,37,blue-collar,married,secondary,no,208,yes,yes,cellular,15,may,1310,7,312,1,failure,1
id_2346,37,blue-collar,married,secondary,no,559,yes,no,telephone,10,jul,32,1,,0,unknown,0
id_35080,48,management,divorced,secondary,no,3322,no,no,cellular,18,aug,221,4,,0,unknown,0
id_36028,36,services,divorced,secondary,no,527,no,no,unknown,20,jun,45,7,,0,unknown,0
id_33358,30,technician,married,secondary,no,134,no,yes,unknown,4,jul,467,6,,0,unknown,0
id_17277,40,services,married,primary,no,2555,yes,no,telephone,15,oct,183,3,183,5,success,1
id_852,32,self-employed,married,tertiary,no,558,yes,no,cellular,17,nov,37,1,,0,unknown,0
id_43197,48,housemaid,divorced,primary,no,65,no,no,cellular,29,jul,54,5,,0,unknown,0
id_28512,43,blue-collar,married,secondary,no,2926,yes,yes,cellular,19,nov,480,3,120,2,failure,0
id_27206,39,self-employed,divorced,secondary,no,1078,no,no,cellular,2,feb,137,3,5,5,other,0
id_36391,47,blue-collar,married,secondary,no,14,no,no,cellular,17,jul,199,4,,0,unknown,0
id_7347,34,blue-collar,single,unknown,no,-95,yes,no,cellular,18,may,19,1,370,1,failure,0
id_23397,42,blue-collar,married,primary,no,1954,no,no,cellular,12,aug,59,2,,0,unknown,0
id_1445,21,services,married,secondary,no,1355,yes,yes,cellular,18,may,237,,,0,unknown,0
id_20753,45,blue-collar,married,secondary,no,-337,yes,yes,cellular,12,may,362,1,,0,unknown,0
id_41400,26,blue-collar,married,secondary,no,240,yes,no,cellular,5,feb,23,7,255,11,failure,0
id_13969,24,management,single,tertiary,no,322,yes,no,cellular,13,may,176,2,307,1,other,0
id_31503,65,retired,married,primary,no,253,no,no,cellular,17,dec,218,1,,0,unknown,0
id_39433,61,retired,divorced,primary,no,1532,yes,no,unknown,14,may,296,1,,0,unknown,0
id_28351,41,technician,married,primary,no,819,yes,no,unknown,13,may,51,3,,0,unknown,0
id_32441,57,entrepreneur,married,tertiary,no,-28,no,yes,cellular,20,aug,181,7,,0,unknown,0
id_4440,42,blue-collar,single,primary,no,3232,no,no,cellular,14,may,243,3,363,4,other,0
id_33206,28,self-employed,single,tertiary,no,476,yes,no,cellular,18,may,431,1,,0,unknown,1
id_39560,41,technician,married,secondary,no,4942,yes,no,cellular,3,sep,234,3,185,2,success,1
id_30627,42,technician,married,secondary,no,4,no,no,unknown,20,jun,831,3,,0,unknown,0
id_26793,34,technician,single,tertiary,no,1246,yes,no,cellular,4,feb,181,2,,0,unknown,0
id_15688,42,blue-collar,married,secondary,no,1292,yes,no,cellular,3,apr,678,2,,0,unknown,0
id_6137,33,blue-collar,married,secondary,no,140,yes,no,unknown,4,jun,87,3,,0,unknown,0
id_44398,25,technician,single,tertiary,yes,161,no,yes,unknown,13,jul,151,1,,0,unknown,0
id_11891,44,management,married,tertiary,no,-5,no,no,cellular,26,aug,165,16,,0,unknown,0
id_39909,57,housemaid,single,primary,no,0,no,no,unknown,11,jun,100,2,,0,unknown,0
id_31488,41,blue-collar,married,primary,no,1455,yes,no,cellular,2,feb,280,2,269,2,other,0
id_19857,27,technician,single,secondary,no,3307,no,yes,cellular,28,jul,93,3,,0,unknown,0
id_19302,48,admin.,married,secondary,no,-3,yes,no,cellular,8,sep,147,2,187,1,failure,0
id_11885,33,management,single,tertiary,no,3280,no,no,cellular,21,nov,389,1,,0,unknown,0
id_34705,46,blue-collar,married,primary,no,5168,yes,no,unknown,27,may,135,7,,0,unknown,0
id_36728,31,management,single,tertiary,no,77,yes,yes,cellular,15,may,15,11,,0,unknown,0
id_42754,39,technician,single,secondary,no,1020,yes,no,cellular,6,may,232,1,,0,unknown,0
id_10195,38,services,married,primary,no,457,yes,no,unknown,14,may,75,1,,0,unknown,0
id_28291,32,management,single,tertiary,no,4,yes,no,unknown,30,may,436,1,,0,unknown,0
id_23012,24,technician,single,tertiary,no,591,yes,no,unknown,13,may,437,1,,0,unknown,0
id_43939,26,blue-collar,single,secondary,yes,-868,yes,no,unknown,12,may,35,4,,0,unknown,0
id_40153,30,management,single,tertiary,no,1112,yes,yes,unknown,9,may,263,1,,0,unknown,0
id_20402,42,self-employed,single,secondary,no,925,no,no,cellular,2,feb,140,1,,0,unknown,0
id_26923,46,blue-collar,married,secondary,no,99,no,no,unknown,18,jun,63,1,,0,unknown,0
id_24458,31,management,married,tertiary,no,682,no,no,cellular,5,aug,1095,2,,0,unknown,1
id_13152,57,admin.,married,unknown,no,,no,no,cellular,6,aug,39,4,,0,unknown,0
id_29494,37,admin.,divorced,secondary,no,949,yes,no,cellular,16,apr,556,2,,0,unknown,0
id_22747,26,management,single,tertiary,no,2382,no,no,cellular,14,sep,392,2,,0,unknown,0
id_38521,33,unknown,married,secondary,no,1368,no,no,unknown,18,jun,222,5,,0,unknown,0
id_18428,48,management,married,tertiary,no,3,no,yes,cellular,21,aug,378,1,,0,unknown,0
id_14015,24,technician,single,tertiary,no,4657,no,no,cellular,8,apr,133,1,,0,unknown,1
id_25606,27,admin.,single,secondary,no,3072,yes,no,cellular,18,may,232,2,,0,unknown,0
id_37689,48,blue-collar,married,unknown,no,3456,yes,no,unknown,5,jun,406,2,,0,unknown,0
id_34081,22,student,single,unknown,no,-2,no,no,telephone,15,jun,274,4,,0,unknown,0
id_35460,32,blue-collar,single,secondary,no,956,yes,no,cellular,14,may,495,1,346,2,success,1
id_983,44,admin.,married,secondary,no,108,yes,no,cellular,11,aug,175,1,,0,unknown,0
id_9760,53,management,married,tertiary,no,2441,no,no,telephone,27,aug,1173,8,,0,unknown,0
id_43450,42,technician,married,secondary,no,0,yes,no,telephone,4,dec,34,1,,0,unknown,0
id_44310,50,unemployed,married,primary,no,959,no,no,telephone,30,jul,695,2,,0,unknown,1
id_2513,54,retired,married,unknown,no,225,no,no,cellular,8,sep,155,1,92,2,failure,0
id_17898,,blue-collar,married,primary,no,201,yes,yes,cellular,11,may,69,2,,0,unknown,0
id_27204,31,housemaid,married,secondary,no,4,no,no,cellular,21,aug,448,2,,0,unknown,0
id_12973,41,management,married,secondary,no,1575,yes,yes,unknown,29,may,258,3,,0,unknown,0
id_30535,34,technician,single,tertiary,no,450,no,no,cellular,18,aug,131,4,,0,unknown,0
id_41823,33,management,married,tertiary,no,25,yes,no,cellular,2,feb,499,1,,0,unknown,0
id_798,35,unemployed,married,secondary,no,-872,yes,yes,unknown,21,may,150,1,,0,unknown,0
id_6702,48,technician,divorced,secondary,no,342,no,yes,cellular,19,nov,55,3,,0,unknown,0
id_17598,27,services,single,tertiary,no,-475,no,yes,cellular,21,aug,1514,2,,0,unknown,1
id_24737,46,blue-collar,divorced,primary,no,448,yes,no,cellular,9,jul,100,1,,0,unknown,0
id_8955,43,management,married,tertiary,no,-1,yes,no,cellular,14,jul,229,2,,0,unknown,0
id_9453,34,technician,married,secondary,no,5113,yes,no,cellular,17,nov,1196,2,171,4,failure,1
id_10405,41,admin.,divorced,secondary,no,2681,yes,yes,cellular,8,may,126,1,350,1,failure,0
id_28420,33,management,single,tertiary,no,526,no,no,cellular,22,aug,567,2,,0,unknown,1
id_13927,35,blue-collar,married,primary,no,4404,yes,no,telephone,13,may,679,2,,0,unknown,1
id_15130,33,entrepreneur,married,secondary,no,541,no,no,cellular,9,feb,299,3,,0,unknown,0
id_26094,30,blue-collar,divorced,secondary,no,95,yes,no,cellular,15,may,99,2,351,12,other,0
id_21395,53,retired,divorced,secondary,yes,-201,no,yes,cellular,4,feb,90,1,243,1,failure,0
id_23348,58,retired,divorced,secondary,no,1852,yes,no,unknown,28,may,174,4,,0,unknown,0
id_42599,36,technician,married,tertiary,no,545,yes,yes,cellular,18,nov,76,2,,0,unknown,0
id_39693,46,blue-collar,single,secondary,no,59,yes,no,cellular,18,may,86,3,369,4,failure,0
id_14856,41,self-employed,single,tertiary,no,1617,no,no,telephone,28,jan,224,1,184,7,success,0
id_11801,57,unknown,married,tertiary,no,2448,no,no,unknown,9,jul,302,5,,0,unknown,0
id_31322,46,management,married,tertiary,no,7813,no,no,cellular,27,may,397,1,,0,unknown,1
id_445,39,self-employed,married,secondary,no,1026,yes,no,cellular,4,feb,191,3,223,1,other,0
id_27052,49,self-employed,married,secondary,no,292,yes,no,unknown,2,jun,229,3,,0,unknown,0
id_8066,37,services,married,secondary,no,6,yes,no,cellular,29,jul,72,6,,0,unknown,0
id_42222,46,entrepreneur,married,primary,no,-67,yes,no,unknown,14,may,425,2,,0,unknown,0
id_11380,46,housemaid,divorced,secondary,no,35,yes,no,cellular,28,jan,295,1,,0,unknown,0
id_10266,49,self-employed,married,secondary,no,1123,no,no,unknown,20,jun,449,6,,0,unknown,0
id_15707,53,blue-collar,married,primary,no,5598,no,no,cellular,28,aug,2373,6,,0,unknown,1
id_15006,22,management,single,tertiary,no,567,yes,no,cellular,9,apr,163,1,,0,unknown,0
id_22058,39,management,single,tertiary,no,6115,no,no,cellular,7,sep,88,1,,0,unknown,0
id_10154,32,entrepreneur,married,secondary,no,1311,yes,no,cellular,18,nov,69,,,0,unknown,0
id_25570,50,entrepreneur,married,secondary,no,558,yes,no,unknown,16,may,142,2,,0,unknown,0
id_22824,43,entrepreneur,married,tertiary,no,2,no,no,cellular,19,nov,418,1,,0,unknown,0
id_4177,36,services,single,secondary,no,721,yes,no,cellular,18,may,1360,3,368,3,failure,1
id_6703,53,blue-collar,married,secondary,no,175,no,yes,cellular,22,aug,133,11,,0,unknown,0
id_31450,24,admin.,single,tertiary,no,955,no,no,cellular,29,jan,191,1,,0,unknown,0
id_1146,26,services,single,secondary,no,337,no,no,telephone,29,jan,,2,,0,unknown,0
id_18047,34,blue-collar,single,secondary,no,9305,yes,no,cellular,11,may,615,1,,0,unknown,0
id_25836,32,blue-collar,married,secondary,no,174,yes,no,unknown,13,may,211,1,,0,unknown,0
id_43457,36,blue-collar,married,secondary,no,457,yes,yes,unknown,23,may,90,1,,0,unknown,0
id_3888,42,admin.,married,secondary,no,5178,yes,yes,cellular,31,jul,20,7,,0,unknown,0
id_8335,22,student,married,secondary,no,40,no,no,unknown,24,jul,16,1,,0,unknown,0
id_42116,37,management,single,tertiary,no,615,no,no,cellular,7,aug,73,2,,0,unknown,0
id_14844,22,unemployed,single,secondary,no,2569,no,no,cellular,24,may,357,2,,0,unknown,1
id_15617,28,services,single,secondary,no,167,yes,no,cellular,11,may,244,1,,0,unknown,0
id_14695,27,blue-collar,single,secondary,no,869,yes,no,unknown,15,may,78,5,,0,unknown,0
id_39800,47,entrepreneur,married,secondary,no,1375,yes,no,telephone,16,apr,279,2,321,7,failure,0
id_22703,46,management,married,tertiary,no,160,yes,no,cellular,20,apr,216,1,,0,unknown,0
id_34446,35,blue-collar,married,secondary,no,143,yes,yes,cellular,7,may,504,1,,0,unknown,0
id_2807,50,unemployed,married,primary,no,-4,no,no,unknown,5,jun,35,2,,0,unknown,0
id_30682,38,management,married,tertiary,no,628,yes,no,cellular,18,jul,1340,9,,0,unknown,1
id_31574,25,admin.,single,secondary,no,1868,no,no,cellular,4,jun,119,1,,0,unknown,1
id_7719,24,technician,single,secondary,no,277,yes,no,unknown,12,may,261,4,,0,unknown,0
id_12656,27,blue-collar,single,secondary,no,146,yes,no,unknown,21,may,192,3,,0,unknown,0
id_6754,,technician,married,secondary,no,4299,yes,no,unknown,29,may,342,3,,0,unknown,0
id_2817,33,technician,single,secondary,no,-422,yes,no,cellular,8,may,121,6,,0,unknown,0
id_11279,48,housemaid,married,primary,no,-1,yes,no,cellular,25,jul,36,3,,0,unknown,0
id_30811,36,admin.,married,secondary,no,1034,yes,yes,unknown,9,jun,263,2,,0,unknown,0
id_37036,35,blue-collar,married,secondary,no,220,yes,no,unknown,23,may,194,1,,0,unknown,0
id_45010,,services,divorced,secondary,no,5266,yes,no,unknown,6,jun,177,2,,0,unknown,0
id_35621,27,admin.,single,tertiary,no,134,no,no,cellular,15,jun,71,2,,0,unknown,0
id_7779,44,blue-collar,married,secondary,no,605,no,no,cellular,22,may,207,1,,0,unknown,0
id_3663,44,blue-collar,married,secondary,no,349,yes,yes,telephone,4,feb,71,1,259,3,other,0
id_19163,43,unemployed,single,primary,no,8036,no,no,cellular,5,jun,77,2,,0,unknown,0
